translationKey,sourceValue,overrideValue
custom_header.crop25,{DashboardUtil:uCrop25},{DashboardUtil:uCrop25}
label.Duplicate_Crops,Duplicate Enterprises,Duplicate Enterprises
column.farmer,Farmer,Farmer
table_column_heading.location_level_four,location_level_four,location_level_four
column.Active,Active,Active
column.date_expired,Date expired,Date expired
view_heading.view_fertilizer_template,View fertilizer template,View fertilizer template
custom_header.crop1,{DashboardUtil:uCrop1},{DashboardUtil:uCrop1}
column_heading.webUser,User Name,User Name
button_heading.Select,Select,Select
custom_header.crop14,{DashboardUtil:uCrop14},{DashboardUtil:uCrop14}
stringgroup.Key,Key,Key
view_heading.Set_Role_Group_Actions,Set Role Group Actions,Set Role Group Actions
table_heading.scheduled_events,Scheduled events,Scheduled events
button.remove,Remove,Remove
button.View,View,View
view_heading.farmer_Profile_-_SMS,Farmer Profile - SMS,Farmer Profile - SMS
alerts.common.generic,{message},{message}
custom_header.reportsgenerictemplate_column_decimal5,{ReportsGenericViewerLabels:column_decimal5},{ReportsGenericViewerLabels:column_decimal5}
row_action._Trigger,Trigger,Trigger
button.Roles,Roles,Roles
alert.object.voucher_batch_no_budget,Voucher Batch requires an Initial Budget,Voucher Batch requires an Initial Budget
string_label.child_location,Child location,Child location
label.name_*,Name *,Name *
custom_header.crop88,{DashboardUtil:uCrop88},{DashboardUtil:uCrop88}
button.Schedule,Schedule,Schedule
enum.ORDER_STATUS.BankDeposit,Bank Deposit,Bank Deposit
alert.crop.active_croptype,Crop is still in use by active VoucherBatches.,Crop is still in use by active VoucherBatches.
table_heading.season,Season,Season
table_heading.farmer_payment,Farmer payment,Farmer payment
table_heading.Download_and_Fix,Download and Fix,Download and Fix
custom_header.reportsgenerictemplate_column_int6,{ReportsGenericViewerLabels:column_int6},{ReportsGenericViewerLabels:column_int6}
view_heading.view_agro_dealer_profile,View agro dealer profile,View agro dealer profile
column.paid_On,Paid On,Paid On
button.update_stock,Update stock,Update stock
button.history,History,History
button_heading.remove,Remove,Remove
table_heading.locations_with_errors,Locations with errors,Locations with errors
custom_header.crop10,{DashboardUtil:uCrop10},{DashboardUtil:uCrop10}
button.Load_Defaults,Load Defaults,Load Defaults
label.Order_Number,Order Number,Order Number
alert.stock.stock_received,Stock received,Stock received
reports_reportorder.Archived,Archived,Archived
table_heading.Comments,Comments,Comments
info.Uploader,Uploader,Uploader
reports_reportdescription.Report_Description,Report Description,Report Description
column.First_Name,First Name,First Name
column_heading.farmer_name,Farmer Name,Farmer Name
label.Type,Type,Type
view_heading.Manage_Settings,Manage Settings,Manage Settings
reports_balance.Balance_(Bags),Balance (Bags),Balance (Bags)
alert.object.voucher_batch_finalised,Voucher Batch Finalised,Voucher Batch Finalised
alert.stock.stock_recieved,Stock received,Stock received
alert.object.exists,{uObjectName} already exists.,{uObjectName} already exists.
column.bankAccountNumber,BankAccountNumber,BankAccountNumber
column.redeemed,Redeemed,Redeemed
label.kephis_Cert_Number,Kephis Cert Number,Kephis Cert Number
column.Ward,Ward,Ward
button.add_crops,Add enterprises,Add enterprises
string_label._Unit_name,Unit name,Unit name
column_heading.object,Object,Object
view_heading.Voucher_Batch_Crops,Voucher Batch Crops,Voucher Batch Crops
reportstableheading.Enterprises_Supported_Status,Enterprises Supported Status,Enterprises Supported Status
string_label.Last_Connected,Last Connected,Last Connected
label.request_code,Request code,Request code
column.date_expired,Date expired,Date expired
string_label.last_name,Last name,Last name
string_label.Journey_Version,Journey Version,Journey Version
column_heading.Status_Date,Status Date,Status Date
confirm_subject.archive_location_level,Delete Location Level,Delete Location Level
sms.farmer_qualifies_for_subsidy,Dear {fFarmerName} You are eligible for {categoryName} vouchers from {fProviderName}. Please send an SMS containing 'REQUEST {voucherBatchCode}' to {fShortCode}.,Dear {fFarmerName} You are eligible for {categoryName} vouchers from {fProviderName}. Please send an SMS containing 'REQUEST {voucherBatchCode}' to {fShortCode}.
custom_header.crop77,{DashboardUtil:uCrop77},{DashboardUtil:uCrop77}
alert.select.error,Please select order you wish to confirm,Please select order you wish to confirm
column.Number_of_farmers_registered,Number of farmers registered,Number of farmers registered
table_column_heading.location_level_six,location_level_six,location_level_six
table_heading.web_user,Web user,Web user
alert_error.sms.no_mobile,No mobile number.,No mobile number.
alert_error.please_select_one,Please select at least one {fDesc}.,Please select at least one {fDesc}.
menu_item.Farmers,Farmers,Farmers
view_heading.edit_farmer_payment,Edit farmer payment,Edit farmer payment
view_heading.Upload_Bank_Deposit_File,Bank Deposits Proof of Payment,Bank Deposits Proof of Payment
column_heading.location_level_ten,Level 10,Level 10
label.bankName,BankName,BankName
column_heading.Question_Number,Question Number,Question Number
alert_error.no_actions_assigned,Please contact your system administrator to add actions for this Role.,Please contact your system administrator to add actions for this Role.
button.update_stock,Update stock,Update stock
custom_header.crop87,{DashboardUtil:uCrop87},{DashboardUtil:uCrop87}
view_heading.Dashboard,Dashboard,Dashboard
column.redeemed,Redeemed,Redeemed
custom_header.crop91,{DashboardUtil:uCrop91},{DashboardUtil:uCrop91}
reports_value.Value,Value,Value
custom_header.crop19,{DashboardUtil:uCrop19},{DashboardUtil:uCrop19}
table_heading.Vouchers,Vouchers,Vouchers
warn.multi_user_message,"NOTE: If a user has more than one role, only one message will be sent.","NOTE: If a user has more than one role, only one message will be sent."
alert_error.resend.no_vouchers_found,No vouchers found for mobile number.,No vouchers found for mobile number.
view_heading.vetting_pool,Vetting pool,Vetting pool
label.Location,Location,Location
custom_header.crop68,{DashboardUtil:uCrop68},{DashboardUtil:uCrop68}
view_heading.manage_Service_Point_Types,Manage Service Point Types,Manage Service Point Types
view_heading.create_Location,Create Location,Create Location
button.add_agro_dealer_transaction,Add agro dealer transaction,Add agro dealer transaction
table_heading.service_point,Service point,Service point
column.date_archived,Date archived,Date archived
custom_header.County_Header,{Reportviewer:uCountyHeader},{Reportviewer:uCountyHeader}
label.nationalid,Nationalid,Nationalid
custom_header.crop82,{DashboardUtil:uCrop82},{DashboardUtil:uCrop82}
custom_header.hierarchy_level_six,Hierarchy level six,Hierarchy level six
info.Objects_Available,Objects Available,Objects Available
label.plotLR,PlotLR,PlotLR
button_heading.select,Select,Select
label.lipa_mpesa_number,Lipa mpesa number,Lipa mpesa number
alert.voucher.redeemed.insufficent_voucher_amount,Insufficient amount left to redeem voucher.,Insufficient amount left to redeem voucher.
column.gender,Gender,Gender
reportstableheading.Reports_Available,Reports Available,Reports Available
table_title.upload_files,Upload files,Upload files
column.max_bags,Max product items,Max product items
label.quantity,Quantity,Quantity
button_heading.Submit,Submit,Submit
label.Enterprise_Category,Enterprise Category,Enterprise Category
button.Update_All,Update All,Update All
column.end,End,End
heading.Filter_for_user_recipients,Filter for user recipients,Filter for user recipients
alert.field.validation.required,This is a required field.,This is a required field.
view_heading.Create_Web_user,Create Web user,Create Web user
column_heading.order_paid_date,Date Paid,Date Paid
column_heading.DateArchived,DateArchived,DateArchived
input.select_form,Select form,Select form
table_heading.fertilizer_type,Fertilizer type,Fertilizer type
button.Load,Load,Load
reports_generic.Report_Element,Report Element,Report Element
row_action.archive,Archive,Archive
alert.stock.invalid_destination,Please select a destination for stock transfer,Please select a destination for stock transfer
view_heading.Bulk_Upload_Farmers,Bulk Upload Farmers,Bulk Upload Farmers
column_heading.location_level_seven,Level 7,Level 7
button.Error_logs,Error logs,Error logs
view_heading.voucher_transactions_fee_menu,Voucher transactions fee menu,Voucher transactions fee menu
datefield.End_Date,End Date,End Date
column_heading.subcounty,Subcounty,Subcounty
alert.farmer.request.voucher_exists_redeemed,Voucher already issued.,Voucher already issued.
input.Comment,Comment,Comment
button.add_mobile_user,Add mobile user,Add mobile user
label.first_name,First name,First name
string_label.level,Level,Level
custom_header.crop69,{DashboardUtil:uCrop69},{DashboardUtil:uCrop69}
view_heading.manage_Voucher_Template,Manage Voucher Template,Manage Voucher Template
custom_header.crop31,{DashboardUtil:uCrop31},{DashboardUtil:uCrop31}
column.max_size,Max enterprise units,Max enterprise units
heading.Filter_for_user_recipients,Filter for user recipients,Filter for user recipients
view_heading.manage_agro_dealer_transaction,Manage agro dealer transaction,Manage agro dealer transaction
table_heading.extension_officer_profile,Extension officer profile,Extension officer profile
column_heading.farmer.lastname,lastname,lastname
alert_error.unit_name_required,alert_error.unit_name_required,alert_error.unit_name_required
input.To_Date,To Date,To Date
button.Re-activate,Re-activate,Re-activate
label.farmer_county,Farmer county,Farmer county
custom_header.crop86,{DashboardUtil:uCrop86},{DashboardUtil:uCrop86}
table_heading.activity_logs,Activity logs,Activity logs
menu_item.Configurable_Forms,Configurable Forms,Configurable Forms
table_heading.stock_transaction,Stock transaction,Stock transaction
email.descriptionKey,{emailDescription},{emailDescription}
alert.parameter.null,Null parameter passed {fSource},Null parameter passed {fSource}
alert.crop.active_croptypetemplate,Enterprise is still in use by VoucherTemplate,Enterprise is still in use by VoucherTemplate
reports_fertilizertype.Fertilizer_Type,Fertilizer Type,Fertilizer Type
label.id_number,Id number,Id number
custom_header.question_2,{Reportviewer:uQuestion2Header},{Reportviewer:uQuestion2Header}
label.Location_Name,Location Name,Location Name
column.payment_code,Payment code,Payment code
column.size,Size,Size
view_heading.User_Message,User Message,User Message
label.payment_code,Payment code,Payment code
model.system.setting,Settings,Settings
button.injectMessage,InjectMessage,InjectMessage
alert_error.object_not_found,Object not found.,Object not found.
custom_header.crop63,{DashboardUtil:uCrop63},{DashboardUtil:uCrop63}
column_heading.scheduled_events,Scheduled events,Scheduled events
column.voucher_code,Voucher code,Voucher code
view_heading.view_stock_transaction,View stock transaction,View stock transaction
custom_header.reportsgenerictemplate_column_int10,{ReportsGenericViewerLabels:column_int10},{ReportsGenericViewerLabels:column_int10}
label.bank_Name,Bank Name,Bank Name
label.sms_content,Sms content,Sms content
reportstableheading.Subsidy_Finance_Report,Subsidy Finance Report,Subsidy Finance Report
column_heading.form_description,Form description,Form description
alert.voucher.expired,Voucher {fCode} has already expired.,Voucher {fCode} has already expired.
email.bodyKey,{emailBody},{emailBody}
table_heading.fertilizer_templates,Product templates,Product templates
alert.farmer.request.voucher_batch_not_found,No Voucher Batches match your Request Code,No Voucher Batches match your Request Code
column_heading.processing,Processing,Processing
input.Key,Key,Key
input.sms_content_csv,Sms content csv,Sms content csv
label.esub_status,Esub status,Esub status
reports_depot.Depot,Depot,Depot
button.Reset,Reset,Reset
column.Farmers_Involved,Farmers Involved,Farmers Involved
column.ward,Ward,Ward
Select_User,Select User,Select User
label.date_created,Date created,Date created
button.add_stock_item,Add stock item,Add stock item
custom_header.crop11,{DashboardUtil:uCrop11},{DashboardUtil:uCrop11}
reportstableheading.Assigned_Mobile_Users,Assigned Mobile Users,Assigned Mobile Users
enum.ORDER_STATUS.Delivered,Delivered,Delivered
view_heading.groups_menu,Groups menu,Groups menu
custom_header.crop74,{DashboardUtil:uCrop74},{DashboardUtil:uCrop74}
column_heading.event_source,Event source,Event source
column_heading.outcome,Outcome,Outcome
label.datetime_archived,Datetime archived,Datetime archived
column.regCertNumber,RegCertNumber,RegCertNumber
view_heading.stock_menu,Stock menu,Stock menu
view_heading.Edit_StringGroup,Edit StringGroup,Edit StringGroup
